draw_no,date,querystring,weekday,year,week_no,prize,number,prize_type
4056,2017-01-15,sppl=RHJhd051bWJlcj00MDU2,Sun,2017,03,first_prize,9914,1st
4055,2017-01-14,sppl=RHJhd051bWJlcj00MDU1,Sat,2017,02,first_prize,2250,1st
4054,2017-01-11,sppl=RHJhd051bWJlcj00MDU0,Wed,2017,02,first_prize,8038,1st
4053,2017-01-08,sppl=RHJhd051bWJlcj00MDUz,Sun,2017,02,first_prize,2135,1st
4052,2017-01-07,sppl=RHJhd051bWJlcj00MDUy,Sat,2017,01,first_prize,9981,1st
4051,2017-01-04,sppl=RHJhd051bWJlcj00MDUx,Wed,2017,01,first_prize,6727,1st
4050,2017-01-01,sppl=RHJhd051bWJlcj00MDUw,Sun,2017,01,first_prize,4478,1st
4049,2016-12-31,sppl=RHJhd051bWJlcj00MDQ5,Sat,2016,52,first_prize,7222,1st
4048,2016-12-28,sppl=RHJhd051bWJlcj00MDQ4,Wed,2016,52,first_prize,885,1st
4047,2016-12-25,sppl=RHJhd051bWJlcj00MDQ3,Sun,2016,52,first_prize,2138,1st
4046,2016-12-24,sppl=RHJhd051bWJlcj00MDQ2,Sat,2016,51,first_prize,8005,1st
4045,2016-12-21,sppl=RHJhd051bWJlcj00MDQ1,Wed,2016,51,first_prize,7308,1st
4044,2016-12-18,sppl=RHJhd051bWJlcj00MDQ0,Sun,2016,51,first_prize,6525,1st
4043,2016-12-17,sppl=RHJhd051bWJlcj00MDQz,Sat,2016,50,first_prize,7888,1st
4042,2016-12-14,sppl=RHJhd051bWJlcj00MDQy,Wed,2016,50,first_prize,686,1st
4041,2016-12-11,sppl=RHJhd051bWJlcj00MDQx,Sun,2016,50,first_prize,5789,1st
4040,2016-12-10,sppl=RHJhd051bWJlcj00MDQw,Sat,2016,49,first_prize,9954,1st
4039,2016-12-07,sppl=RHJhd051bWJlcj00MDM5,Wed,2016,49,first_prize,3544,1st
4038,2016-12-04,sppl=RHJhd051bWJlcj00MDM4,Sun,2016,49,first_prize,1333,1st
4037,2016-12-03,sppl=RHJhd051bWJlcj00MDM3,Sat,2016,48,first_prize,5008,1st
4036,2016-11-30,sppl=RHJhd051bWJlcj00MDM2,Wed,2016,48,first_prize,2736,1st
4035,2016-11-27,sppl=RHJhd051bWJlcj00MDM1,Sun,2016,48,first_prize,8957,1st
4034,2016-11-26,sppl=RHJhd051bWJlcj00MDM0,Sat,2016,47,first_prize,1839,1st
4033,2016-11-23,sppl=RHJhd051bWJlcj00MDMz,Wed,2016,47,first_prize,3431,1st
4032,2016-11-20,sppl=RHJhd051bWJlcj00MDMy,Sun,2016,47,first_prize,4285,1st
4031,2016-11-19,sppl=RHJhd051bWJlcj00MDMx,Sat,2016,46,first_prize,614,1st
4030,2016-11-16,sppl=RHJhd051bWJlcj00MDMw,Wed,2016,46,first_prize,5649,1st
4029,2016-11-13,sppl=RHJhd051bWJlcj00MDI5,Sun,2016,46,first_prize,4142,1st
4028,2016-11-12,sppl=RHJhd051bWJlcj00MDI4,Sat,2016,45,first_prize,6900,1st
4027,2016-11-09,sppl=RHJhd051bWJlcj00MDI3,Wed,2016,45,first_prize,2339,1st
4026,2016-11-06,sppl=RHJhd051bWJlcj00MDI2,Sun,2016,45,first_prize,9364,1st
4025,2016-11-05,sppl=RHJhd051bWJlcj00MDI1,Sat,2016,44,first_prize,4166,1st
4024,2016-11-02,sppl=RHJhd051bWJlcj00MDI0,Wed,2016,44,first_prize,9489,1st
4023,2016-10-30,sppl=RHJhd051bWJlcj00MDIz,Sun,2016,44,first_prize,9406,1st
4022,2016-10-29,sppl=RHJhd051bWJlcj00MDIy,Sat,2016,43,first_prize,3442,1st
4021,2016-10-26,sppl=RHJhd051bWJlcj00MDIx,Wed,2016,43,first_prize,763,1st
4020,2016-10-23,sppl=RHJhd051bWJlcj00MDIw,Sun,2016,43,first_prize,9512,1st
4019,2016-10-22,sppl=RHJhd051bWJlcj00MDE5,Sat,2016,42,first_prize,2517,1st
4018,2016-10-19,sppl=RHJhd051bWJlcj00MDE4,Wed,2016,42,first_prize,3504,1st
4017,2016-10-16,sppl=RHJhd051bWJlcj00MDE3,Sun,2016,42,first_prize,9188,1st
4016,2016-10-15,sppl=RHJhd051bWJlcj00MDE2,Sat,2016,41,first_prize,2192,1st
4015,2016-10-12,sppl=RHJhd051bWJlcj00MDE1,Wed,2016,41,first_prize,7262,1st
4014,2016-10-09,sppl=RHJhd051bWJlcj00MDE0,Sun,2016,41,first_prize,9395,1st
4013,2016-10-08,sppl=RHJhd051bWJlcj00MDEz,Sat,2016,40,first_prize,9996,1st
4012,2016-10-05,sppl=RHJhd051bWJlcj00MDEy,Wed,2016,40,first_prize,1904,1st
4011,2016-10-02,sppl=RHJhd051bWJlcj00MDEx,Sun,2016,40,first_prize,495,1st
4010,2016-10-01,sppl=RHJhd051bWJlcj00MDEw,Sat,2016,39,first_prize,881,1st
4009,2016-09-28,sppl=RHJhd051bWJlcj00MDA5,Wed,2016,39,first_prize,2376,1st
4008,2016-09-25,sppl=RHJhd051bWJlcj00MDA4,Sun,2016,39,first_prize,5292,1st
4007,2016-09-24,sppl=RHJhd051bWJlcj00MDA3,Sat,2016,38,first_prize,8922,1st
4006,2016-09-21,sppl=RHJhd051bWJlcj00MDA2,Wed,2016,38,first_prize,4380,1st
4005,2016-09-18,sppl=RHJhd051bWJlcj00MDA1,Sun,2016,38,first_prize,4459,1st
4004,2016-09-17,sppl=RHJhd051bWJlcj00MDA0,Sat,2016,37,first_prize,8280,1st
4003,2016-09-14,sppl=RHJhd051bWJlcj00MDAz,Wed,2016,37,first_prize,1047,1st
4002,2016-09-11,sppl=RHJhd051bWJlcj00MDAy,Sun,2016,37,first_prize,8351,1st
4001,2016-09-10,sppl=RHJhd051bWJlcj00MDAx,Sat,2016,36,first_prize,4594,1st
4000,2016-09-07,sppl=RHJhd051bWJlcj00MDAw,Wed,2016,36,first_prize,4473,1st
3999,2016-09-04,sppl=RHJhd051bWJlcj0zOTk5,Sun,2016,36,first_prize,8860,1st
3998,2016-09-03,sppl=RHJhd051bWJlcj0zOTk4,Sat,2016,35,first_prize,6742,1st
3997,2016-08-31,sppl=RHJhd051bWJlcj0zOTk3,Wed,2016,35,first_prize,2919,1st
3996,2016-08-28,sppl=RHJhd051bWJlcj0zOTk2,Sun,2016,35,first_prize,4268,1st
3995,2016-08-27,sppl=RHJhd051bWJlcj0zOTk1,Sat,2016,34,first_prize,8410,1st
3994,2016-08-24,sppl=RHJhd051bWJlcj0zOTk0,Wed,2016,34,first_prize,5211,1st
3993,2016-08-21,sppl=RHJhd051bWJlcj0zOTkz,Sun,2016,34,first_prize,2983,1st
3992,2016-08-20,sppl=RHJhd051bWJlcj0zOTky,Sat,2016,33,first_prize,7873,1st
3991,2016-08-17,sppl=RHJhd051bWJlcj0zOTkx,Wed,2016,33,first_prize,8729,1st
3990,2016-08-14,sppl=RHJhd051bWJlcj0zOTkw,Sun,2016,33,first_prize,7930,1st
3989,2016-08-13,sppl=RHJhd051bWJlcj0zOTg5,Sat,2016,32,first_prize,2380,1st
3988,2016-08-10,sppl=RHJhd051bWJlcj0zOTg4,Wed,2016,32,first_prize,2340,1st
3987,2016-08-07,sppl=RHJhd051bWJlcj0zOTg3,Sun,2016,32,first_prize,4199,1st
3986,2016-08-06,sppl=RHJhd051bWJlcj0zOTg2,Sat,2016,31,first_prize,8779,1st
3985,2016-08-03,sppl=RHJhd051bWJlcj0zOTg1,Wed,2016,31,first_prize,2989,1st
3984,2016-07-31,sppl=RHJhd051bWJlcj0zOTg0,Sun,2016,31,first_prize,7197,1st
3983,2016-07-30,sppl=RHJhd051bWJlcj0zOTgz,Sat,2016,30,first_prize,1028,1st
3982,2016-07-27,sppl=RHJhd051bWJlcj0zOTgy,Wed,2016,30,first_prize,1463,1st
3981,2016-07-24,sppl=RHJhd051bWJlcj0zOTgx,Sun,2016,30,first_prize,8120,1st
3980,2016-07-23,sppl=RHJhd051bWJlcj0zOTgw,Sat,2016,29,first_prize,9476,1st
3979,2016-07-20,sppl=RHJhd051bWJlcj0zOTc5,Wed,2016,29,first_prize,3440,1st
3978,2016-07-17,sppl=RHJhd051bWJlcj0zOTc4,Sun,2016,29,first_prize,5186,1st
3977,2016-07-16,sppl=RHJhd051bWJlcj0zOTc3,Sat,2016,28,first_prize,8761,1st
3976,2016-07-13,sppl=RHJhd051bWJlcj0zOTc2,Wed,2016,28,first_prize,5813,1st
3975,2016-07-10,sppl=RHJhd051bWJlcj0zOTc1,Sun,2016,28,first_prize,501,1st
3974,2016-07-09,sppl=RHJhd051bWJlcj0zOTc0,Sat,2016,27,first_prize,5252,1st
3973,2016-07-06,sppl=RHJhd051bWJlcj0zOTcz,Wed,2016,27,first_prize,2095,1st
3972,2016-07-03,sppl=RHJhd051bWJlcj0zOTcy,Sun,2016,27,first_prize,5,1st
3971,2016-07-02,sppl=RHJhd051bWJlcj0zOTcx,Sat,2016,26,first_prize,4644,1st
3970,2016-06-29,sppl=RHJhd051bWJlcj0zOTcw,Wed,2016,26,first_prize,9826,1st
3969,2016-06-26,sppl=RHJhd051bWJlcj0zOTY5,Sun,2016,26,first_prize,5689,1st
3968,2016-06-25,sppl=RHJhd051bWJlcj0zOTY4,Sat,2016,25,first_prize,3909,1st
3967,2016-06-22,sppl=RHJhd051bWJlcj0zOTY3,Wed,2016,25,first_prize,1831,1st
3966,2016-06-19,sppl=RHJhd051bWJlcj0zOTY2,Sun,2016,25,first_prize,9117,1st
3965,2016-06-18,sppl=RHJhd051bWJlcj0zOTY1,Sat,2016,24,first_prize,1227,1st
3964,2016-06-15,sppl=RHJhd051bWJlcj0zOTY0,Wed,2016,24,first_prize,3056,1st
3963,2016-06-12,sppl=RHJhd051bWJlcj0zOTYz,Sun,2016,24,first_prize,5061,1st
3962,2016-06-11,sppl=RHJhd051bWJlcj0zOTYy,Sat,2016,23,first_prize,8118,1st
3961,2016-06-08,sppl=RHJhd051bWJlcj0zOTYx,Wed,2016,23,first_prize,345,1st
3960,2016-06-05,sppl=RHJhd051bWJlcj0zOTYw,Sun,2016,23,first_prize,9220,1st
3959,2016-06-04,sppl=RHJhd051bWJlcj0zOTU5,Sat,2016,22,first_prize,8697,1st
3958,2016-06-01,sppl=RHJhd051bWJlcj0zOTU4,Wed,2016,22,first_prize,2610,1st
3957,2016-05-29,sppl=RHJhd051bWJlcj0zOTU3,Sun,2016,22,first_prize,4593,1st
3956,2016-05-28,sppl=RHJhd051bWJlcj0zOTU2,Sat,2016,21,first_prize,6516,1st
3955,2016-05-25,sppl=RHJhd051bWJlcj0zOTU1,Wed,2016,21,first_prize,4219,1st
3954,2016-05-22,sppl=RHJhd051bWJlcj0zOTU0,Sun,2016,21,first_prize,2749,1st
3953,2016-05-21,sppl=RHJhd051bWJlcj0zOTUz,Sat,2016,20,first_prize,8764,1st
3952,2016-05-18,sppl=RHJhd051bWJlcj0zOTUy,Wed,2016,20,first_prize,7528,1st
3951,2016-05-15,sppl=RHJhd051bWJlcj0zOTUx,Sun,2016,20,first_prize,5868,1st
3950,2016-05-14,sppl=RHJhd051bWJlcj0zOTUw,Sat,2016,19,first_prize,2922,1st
3949,2016-05-11,sppl=RHJhd051bWJlcj0zOTQ5,Wed,2016,19,first_prize,3276,1st
3948,2016-05-08,sppl=RHJhd051bWJlcj0zOTQ4,Sun,2016,19,first_prize,2683,1st
3947,2016-05-07,sppl=RHJhd051bWJlcj0zOTQ3,Sat,2016,18,first_prize,9460,1st
3946,2016-05-04,sppl=RHJhd051bWJlcj0zOTQ2,Wed,2016,18,first_prize,2573,1st
3945,2016-05-01,sppl=RHJhd051bWJlcj0zOTQ1,Sun,2016,18,first_prize,500,1st
3944,2016-04-30,sppl=RHJhd051bWJlcj0zOTQ0,Sat,2016,17,first_prize,6227,1st
3943,2016-04-27,sppl=RHJhd051bWJlcj0zOTQz,Wed,2016,17,first_prize,3411,1st
3942,2016-04-24,sppl=RHJhd051bWJlcj0zOTQy,Sun,2016,17,first_prize,1947,1st
3941,2016-04-23,sppl=RHJhd051bWJlcj0zOTQx,Sat,2016,16,first_prize,7123,1st
3940,2016-04-20,sppl=RHJhd051bWJlcj0zOTQw,Wed,2016,16,first_prize,6031,1st
3939,2016-04-17,sppl=RHJhd051bWJlcj0zOTM5,Sun,2016,16,first_prize,6514,1st
3938,2016-04-16,sppl=RHJhd051bWJlcj0zOTM4,Sat,2016,15,first_prize,9020,1st
3937,2016-04-13,sppl=RHJhd051bWJlcj0zOTM3,Wed,2016,15,first_prize,7612,1st
3936,2016-04-10,sppl=RHJhd051bWJlcj0zOTM2,Sun,2016,15,first_prize,3894,1st
3935,2016-04-09,sppl=RHJhd051bWJlcj0zOTM1,Sat,2016,14,first_prize,4253,1st
3934,2016-04-06,sppl=RHJhd051bWJlcj0zOTM0,Wed,2016,14,first_prize,5220,1st
3933,2016-04-03,sppl=RHJhd051bWJlcj0zOTMz,Sun,2016,14,first_prize,3981,1st
3932,2016-04-02,sppl=RHJhd051bWJlcj0zOTMy,Sat,2016,13,first_prize,108,1st
3931,2016-03-30,sppl=RHJhd051bWJlcj0zOTMx,Wed,2016,13,first_prize,2284,1st
3930,2016-03-27,sppl=RHJhd051bWJlcj0zOTMw,Sun,2016,13,first_prize,3147,1st
3929,2016-03-26,sppl=RHJhd051bWJlcj0zOTI5,Sat,2016,12,first_prize,6848,1st
3928,2016-03-23,sppl=RHJhd051bWJlcj0zOTI4,Wed,2016,12,first_prize,2432,1st
3927,2016-03-20,sppl=RHJhd051bWJlcj0zOTI3,Sun,2016,12,first_prize,6148,1st
3926,2016-03-19,sppl=RHJhd051bWJlcj0zOTI2,Sat,2016,11,first_prize,6633,1st
3925,2016-03-16,sppl=RHJhd051bWJlcj0zOTI1,Wed,2016,11,first_prize,6166,1st
3924,2016-03-13,sppl=RHJhd051bWJlcj0zOTI0,Sun,2016,11,first_prize,8617,1st
3923,2016-03-12,sppl=RHJhd051bWJlcj0zOTIz,Sat,2016,10,first_prize,2059,1st
3922,2016-03-09,sppl=RHJhd051bWJlcj0zOTIy,Wed,2016,10,first_prize,4014,1st
3921,2016-03-06,sppl=RHJhd051bWJlcj0zOTIx,Sun,2016,10,first_prize,1959,1st
3920,2016-03-05,sppl=RHJhd051bWJlcj0zOTIw,Sat,2016,09,first_prize,1660,1st
3919,2016-03-02,sppl=RHJhd051bWJlcj0zOTE5,Wed,2016,09,first_prize,8204,1st
3918,2016-02-28,sppl=RHJhd051bWJlcj0zOTE4,Sun,2016,09,first_prize,9165,1st
3917,2016-02-27,sppl=RHJhd051bWJlcj0zOTE3,Sat,2016,08,first_prize,9311,1st
3916,2016-02-24,sppl=RHJhd051bWJlcj0zOTE2,Wed,2016,08,first_prize,435,1st
3915,2016-02-21,sppl=RHJhd051bWJlcj0zOTE1,Sun,2016,08,first_prize,852,1st
3914,2016-02-20,sppl=RHJhd051bWJlcj0zOTE0,Sat,2016,07,first_prize,5793,1st
3913,2016-02-17,sppl=RHJhd051bWJlcj0zOTEz,Wed,2016,07,first_prize,3817,1st
3912,2016-02-14,sppl=RHJhd051bWJlcj0zOTEy,Sun,2016,07,first_prize,2660,1st
3911,2016-02-13,sppl=RHJhd051bWJlcj0zOTEx,Sat,2016,06,first_prize,9322,1st
3910,2016-02-10,sppl=RHJhd051bWJlcj0zOTEw,Wed,2016,06,first_prize,4911,1st
3909,2016-02-07,sppl=RHJhd051bWJlcj0zOTA5,Sun,2016,06,first_prize,1880,1st
3908,2016-02-06,sppl=RHJhd051bWJlcj0zOTA4,Sat,2016,05,first_prize,2533,1st
3907,2016-02-03,sppl=RHJhd051bWJlcj0zOTA3,Wed,2016,05,first_prize,2633,1st
3906,2016-01-31,sppl=RHJhd051bWJlcj0zOTA2,Sun,2016,05,first_prize,7934,1st
3905,2016-01-30,sppl=RHJhd051bWJlcj0zOTA1,Sat,2016,04,first_prize,64,1st
3904,2016-01-27,sppl=RHJhd051bWJlcj0zOTA0,Wed,2016,04,first_prize,4755,1st
3903,2016-01-24,sppl=RHJhd051bWJlcj0zOTAz,Sun,2016,04,first_prize,3083,1st
3902,2016-01-23,sppl=RHJhd051bWJlcj0zOTAy,Sat,2016,03,first_prize,1180,1st
3901,2016-01-20,sppl=RHJhd051bWJlcj0zOTAx,Wed,2016,03,first_prize,2228,1st
3900,2016-01-17,sppl=RHJhd051bWJlcj0zOTAw,Sun,2016,03,first_prize,572,1st
3899,2016-01-16,sppl=RHJhd051bWJlcj0zODk5,Sat,2016,02,first_prize,6720,1st
3898,2016-01-13,sppl=RHJhd051bWJlcj0zODk4,Wed,2016,02,first_prize,8441,1st
3897,2016-01-10,sppl=RHJhd051bWJlcj0zODk3,Sun,2016,02,first_prize,3773,1st
3896,2016-01-09,sppl=RHJhd051bWJlcj0zODk2,Sat,2016,01,first_prize,3073,1st
3895,2016-01-06,sppl=RHJhd051bWJlcj0zODk1,Wed,2016,01,first_prize,6909,1st
3894,2016-01-03,sppl=RHJhd051bWJlcj0zODk0,Sun,2016,01,first_prize,4167,1st
3893,2016-01-02,sppl=RHJhd051bWJlcj0zODkz,Sat,2016,00,first_prize,7116,1st
3892,2015-12-30,sppl=RHJhd051bWJlcj0zODky,Wed,2015,52,first_prize,4569,1st
3891,2015-12-27,sppl=RHJhd051bWJlcj0zODkx,Sun,2015,52,first_prize,5889,1st
3890,2015-12-26,sppl=RHJhd051bWJlcj0zODkw,Sat,2015,51,first_prize,6826,1st
3889,2015-12-23,sppl=RHJhd051bWJlcj0zODg5,Wed,2015,51,first_prize,6763,1st
3888,2015-12-20,sppl=RHJhd051bWJlcj0zODg4,Sun,2015,51,first_prize,8965,1st
3887,2015-12-19,sppl=RHJhd051bWJlcj0zODg3,Sat,2015,50,first_prize,8233,1st
3886,2015-12-16,sppl=RHJhd051bWJlcj0zODg2,Wed,2015,50,first_prize,8650,1st
3885,2015-12-13,sppl=RHJhd051bWJlcj0zODg1,Sun,2015,50,first_prize,3952,1st
3884,2015-12-12,sppl=RHJhd051bWJlcj0zODg0,Sat,2015,49,first_prize,5093,1st
3883,2015-12-09,sppl=RHJhd051bWJlcj0zODgz,Wed,2015,49,first_prize,235,1st
3882,2015-12-06,sppl=RHJhd051bWJlcj0zODgy,Sun,2015,49,first_prize,7514,1st
3881,2015-12-05,sppl=RHJhd051bWJlcj0zODgx,Sat,2015,48,first_prize,9173,1st
3880,2015-12-02,sppl=RHJhd051bWJlcj0zODgw,Wed,2015,48,first_prize,2810,1st
3879,2015-11-29,sppl=RHJhd051bWJlcj0zODc5,Sun,2015,48,first_prize,8021,1st
3878,2015-11-28,sppl=RHJhd051bWJlcj0zODc4,Sat,2015,47,first_prize,5154,1st
3877,2015-11-25,sppl=RHJhd051bWJlcj0zODc3,Wed,2015,47,first_prize,2263,1st
3876,2015-11-22,sppl=RHJhd051bWJlcj0zODc2,Sun,2015,47,first_prize,1092,1st
3875,2015-11-21,sppl=RHJhd051bWJlcj0zODc1,Sat,2015,46,first_prize,9578,1st
3874,2015-11-18,sppl=RHJhd051bWJlcj0zODc0,Wed,2015,46,first_prize,247,1st
3873,2015-11-15,sppl=RHJhd051bWJlcj0zODcz,Sun,2015,46,first_prize,6522,1st
3872,2015-11-14,sppl=RHJhd051bWJlcj0zODcy,Sat,2015,45,first_prize,2439,1st
3871,2015-11-11,sppl=RHJhd051bWJlcj0zODcx,Wed,2015,45,first_prize,2698,1st
3870,2015-11-08,sppl=RHJhd051bWJlcj0zODcw,Sun,2015,45,first_prize,9992,1st
3869,2015-11-07,sppl=RHJhd051bWJlcj0zODY5,Sat,2015,44,first_prize,341,1st
3868,2015-11-04,sppl=RHJhd051bWJlcj0zODY4,Wed,2015,44,first_prize,7585,1st
3867,2015-11-01,sppl=RHJhd051bWJlcj0zODY3,Sun,2015,44,first_prize,2802,1st
3866,2015-10-31,sppl=RHJhd051bWJlcj0zODY2,Sat,2015,43,first_prize,1950,1st
3865,2015-10-28,sppl=RHJhd051bWJlcj0zODY1,Wed,2015,43,first_prize,3589,1st
3864,2015-10-25,sppl=RHJhd051bWJlcj0zODY0,Sun,2015,43,first_prize,3617,1st
3863,2015-10-24,sppl=RHJhd051bWJlcj0zODYz,Sat,2015,42,first_prize,2981,1st
3862,2015-10-21,sppl=RHJhd051bWJlcj0zODYy,Wed,2015,42,first_prize,9512,1st
3861,2015-10-18,sppl=RHJhd051bWJlcj0zODYx,Sun,2015,42,first_prize,5787,1st
3860,2015-10-17,sppl=RHJhd051bWJlcj0zODYw,Sat,2015,41,first_prize,7512,1st
3859,2015-10-14,sppl=RHJhd051bWJlcj0zODU5,Wed,2015,41,first_prize,9306,1st
3858,2015-10-11,sppl=RHJhd051bWJlcj0zODU4,Sun,2015,41,first_prize,6932,1st
3857,2015-10-10,sppl=RHJhd051bWJlcj0zODU3,Sat,2015,40,first_prize,8596,1st
3856,2015-10-07,sppl=RHJhd051bWJlcj0zODU2,Wed,2015,40,first_prize,4542,1st
3855,2015-10-04,sppl=RHJhd051bWJlcj0zODU1,Sun,2015,40,first_prize,9309,1st
3854,2015-10-03,sppl=RHJhd051bWJlcj0zODU0,Sat,2015,39,first_prize,5920,1st
4323,2018-09-30,sppl=RHJhd051bWJlcj00MzIz,Sun,2018,39,second_prize,8122,2nd
4322,2018-09-29,sppl=RHJhd051bWJlcj00MzIy,Sat,2018,38,second_prize,4593,2nd
4321,2018-09-26,sppl=RHJhd051bWJlcj00MzIx,Wed,2018,38,second_prize,764,2nd
4320,2018-09-23,sppl=RHJhd051bWJlcj00MzIw,Sun,2018,38,second_prize,2345,2nd
4319,2018-09-22,sppl=RHJhd051bWJlcj00MzE5,Sat,2018,37,second_prize,7494,2nd
4318,2018-09-19,sppl=RHJhd051bWJlcj00MzE4,Wed,2018,37,second_prize,5409,2nd
4317,2018-09-16,sppl=RHJhd051bWJlcj00MzE3,Sun,2018,37,second_prize,6211,2nd
4316,2018-09-15,sppl=RHJhd051bWJlcj00MzE2,Sat,2018,36,second_prize,9074,2nd
4315,2018-09-12,sppl=RHJhd051bWJlcj00MzE1,Wed,2018,36,second_prize,3577,2nd
4314,2018-09-09,sppl=RHJhd051bWJlcj00MzE0,Sun,2018,36,second_prize,2622,2nd
4313,2018-09-08,sppl=RHJhd051bWJlcj00MzEz,Sat,2018,35,second_prize,6495,2nd
4312,2018-09-05,sppl=RHJhd051bWJlcj00MzEy,Wed,2018,35,second_prize,862,2nd
4311,2018-09-02,sppl=RHJhd051bWJlcj00MzEx,Sun,2018,35,second_prize,3646,2nd
4310,2018-09-01,sppl=RHJhd051bWJlcj00MzEw,Sat,2018,34,second_prize,3090,2nd
4309,2018-08-29,sppl=RHJhd051bWJlcj00MzA5,Wed,2018,34,second_prize,1624,2nd
4308,2018-08-26,sppl=RHJhd051bWJlcj00MzA4,Sun,2018,34,second_prize,3096,2nd
4307,2018-08-25,sppl=RHJhd051bWJlcj00MzA3,Sat,2018,33,second_prize,9313,2nd
4306,2018-08-22,sppl=RHJhd051bWJlcj00MzA2,Wed,2018,33,second_prize,3402,2nd
4305,2018-08-19,sppl=RHJhd051bWJlcj00MzA1,Sun,2018,33,second_prize,5576,2nd
4304,2018-08-18,sppl=RHJhd051bWJlcj00MzA0,Sat,2018,32,second_prize,6638,2nd
4303,2018-08-15,sppl=RHJhd051bWJlcj00MzAz,Wed,2018,32,second_prize,912,2nd
4302,2018-08-12,sppl=RHJhd051bWJlcj00MzAy,Sun,2018,32,second_prize,1797,2nd
4301,2018-08-11,sppl=RHJhd051bWJlcj00MzAx,Sat,2018,31,second_prize,3527,2nd
4300,2018-08-08,sppl=RHJhd051bWJlcj00MzAw,Wed,2018,31,second_prize,6994,2nd
4299,2018-08-05,sppl=RHJhd051bWJlcj00Mjk5,Sun,2018,31,second_prize,2160,2nd
4298,2018-08-04,sppl=RHJhd051bWJlcj00Mjk4,Sat,2018,30,second_prize,5825,2nd
4297,2018-08-01,sppl=RHJhd051bWJlcj00Mjk3,Wed,2018,30,second_prize,4976,2nd
4296,2018-07-29,sppl=RHJhd051bWJlcj00Mjk2,Sun,2018,30,second_prize,5099,2nd
4295,2018-07-28,sppl=RHJhd051bWJlcj00Mjk1,Sat,2018,29,second_prize,2901,2nd
4294,2018-07-25,sppl=RHJhd051bWJlcj00Mjk0,Wed,2018,29,second_prize,8072,2nd
4293,2018-07-22,sppl=RHJhd051bWJlcj00Mjkz,Sun,2018,29,second_prize,474,2nd
4292,2018-07-21,sppl=RHJhd051bWJlcj00Mjky,Sat,2018,28,second_prize,9102,2nd
4291,2018-07-18,sppl=RHJhd051bWJlcj00Mjkx,Wed,2018,28,second_prize,6954,2nd
4290,2018-07-15,sppl=RHJhd051bWJlcj00Mjkw,Sun,2018,28,second_prize,5281,2nd
4289,2018-07-14,sppl=RHJhd051bWJlcj00Mjg5,Sat,2018,27,second_prize,9786,2nd
4288,2018-07-11,sppl=RHJhd051bWJlcj00Mjg4,Wed,2018,27,second_prize,1829,2nd
4287,2018-07-08,sppl=RHJhd051bWJlcj00Mjg3,Sun,2018,27,second_prize,6023,2nd
4286,2018-07-07,sppl=RHJhd051bWJlcj00Mjg2,Sat,2018,26,second_prize,6059,2nd
4285,2018-07-04,sppl=RHJhd051bWJlcj00Mjg1,Wed,2018,26,second_prize,3400,2nd
4284,2018-07-01,sppl=RHJhd051bWJlcj00Mjg0,Sun,2018,26,second_prize,1081,2nd
4283,2018-06-30,sppl=RHJhd051bWJlcj00Mjgz,Sat,2018,25,second_prize,2772,2nd
4282,2018-06-27,sppl=RHJhd051bWJlcj00Mjgy,Wed,2018,25,second_prize,6179,2nd
4281,2018-06-24,sppl=RHJhd051bWJlcj00Mjgx,Sun,2018,25,second_prize,2952,2nd
4280,2018-06-23,sppl=RHJhd051bWJlcj00Mjgw,Sat,2018,24,second_prize,9934,2nd
4279,2018-06-20,sppl=RHJhd051bWJlcj00Mjc5,Wed,2018,24,second_prize,3312,2nd
4278,2018-06-17,sppl=RHJhd051bWJlcj00Mjc4,Sun,2018,24,second_prize,3694,2nd
4277,2018-06-16,sppl=RHJhd051bWJlcj00Mjc3,Sat,2018,23,second_prize,4849,2nd
4276,2018-06-13,sppl=RHJhd051bWJlcj00Mjc2,Wed,2018,23,second_prize,4222,2nd
4275,2018-06-10,sppl=RHJhd051bWJlcj00Mjc1,Sun,2018,23,second_prize,7458,2nd
4274,2018-06-09,sppl=RHJhd051bWJlcj00Mjc0,Sat,2018,22,second_prize,8047,2nd
4273,2018-06-06,sppl=RHJhd051bWJlcj00Mjcz,Wed,2018,22,second_prize,49,2nd
4272,2018-06-03,sppl=RHJhd051bWJlcj00Mjcy,Sun,2018,22,second_prize,4072,2nd
4271,2018-06-02,sppl=RHJhd051bWJlcj00Mjcx,Sat,2018,21,second_prize,5146,2nd
4270,2018-05-30,sppl=RHJhd051bWJlcj00Mjcw,Wed,2018,21,second_prize,1278,2nd
4269,2018-05-27,sppl=RHJhd051bWJlcj00MjY5,Sun,2018,21,second_prize,32,2nd
4268,2018-05-26,sppl=RHJhd051bWJlcj00MjY4,Sat,2018,20,second_prize,7251,2nd
4267,2018-05-23,sppl=RHJhd051bWJlcj00MjY3,Wed,2018,20,second_prize,6355,2nd
4266,2018-05-20,sppl=RHJhd051bWJlcj00MjY2,Sun,2018,20,second_prize,3623,2nd
4265,2018-05-19,sppl=RHJhd051bWJlcj00MjY1,Sat,2018,19,second_prize,818,2nd
4264,2018-05-16,sppl=RHJhd051bWJlcj00MjY0,Wed,2018,19,second_prize,715,2nd
4263,2018-05-13,sppl=RHJhd051bWJlcj00MjYz,Sun,2018,19,second_prize,4383,2nd
4262,2018-05-12,sppl=RHJhd051bWJlcj00MjYy,Sat,2018,18,second_prize,6531,2nd
